Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians,scene,data_factor,variant,clustering,distance,weights,max_iter,tol,n_iters,converged,final_error,kmeans_seed,sort_seed,size_bytes,zip_bytes,png_bytes,shN_bytes,meta_bytes,kmeans_time_s,encode_time_s,compress_time_s,decompress_time_s,eval_time_s,source,ckpt_sha1,gsplat_commit,timestamp
uncompressed,31.696407318115234,0.9357914328575134,0.11428286880254745,,1000000,kitchen,2,uncompressed,,,,,,,,,0,0,236000000,,,,,,,,,24.779243057000713,run4,8e5e31d4a8d25f458ac55f95a72f442bde2c0f83,f7ce526204b2,2026-09-17T16:57:26
baseline,30.87204933166504,0.9274904727935791,0.12375454604625702,15712306,1000000,kitchen,2,baseline,torchpq,manhattan,none,100,0.0001,,,,0,0,15708313,15712306,12120869,3586380,1064,433.5874179129987,2.248240734999854,435.83565864799857,0.8961047669999971,24.811597444000654,run4,8e5e31d4a8d25f458ac55f95a72f442bde2c0f83,f7ce526204b2,2026-09-17T17:05:09
lloyd_wopa,30.98431968688965,0.9282066226005554,0.12301977723836899,15679855,1000000,kitchen,2,candidate,lloyd,euclidean,opacity,100,0.0001,92,True,1.2249289284227416e-05,0,0,15675887,15679855,12120869,3553954,1064,622.3846225040015,2.716122774001633,625.1007452780032,1.0011949029994867,25.309930769999482,run4,8e5e31d4a8d25f458ac55f95a72f442bde2c0f83,f7ce526204b2,2026-09-17T17:16:01
lloyd_wopa_area,31.119476318359375,0.9285764694213867,0.12248537689447403,15638347,1000000,kitchen,2,candidate,lloyd,euclidean,opacity_area,100,0.0001,87,True,7.440280023729429e-05,0,0,15634260,15638347,12120869,3512327,1064,587.4438915200008,2.6600809680003294,590.1039724880011,1.0914185569999972,25.230883584001276,run4,8e5e31d4a8d25f458ac55f95a72f442bde2c0f83,f7ce526204b2,2026-09-17T17:26:19
