Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians,scene,data_factor,variant,clustering,distance,weights,max_iter,tol,n_iters,converged,final_error,kmeans_seed,sort_seed,size_bytes,zip_bytes,png_bytes,shN_bytes,meta_bytes,kmeans_time_s,encode_time_s,compress_time_s,decompress_time_s,eval_time_s,source,ckpt_sha1,gsplat_commit,timestamp
uncompressed,22.010679244995117,0.6268258094787598,0.332193523645401,,1000000,flowers,4,uncompressed,,,,,,,,,0,0,236000000,,,,,,,,,8.879365987999336,run4,d0ea4a76881fb22b0c2848903cb0cce0001b06d5,f7ce526204b2,2026-09-17T18:44:26
baseline,21.79166030883789,0.6135787963867188,0.344018816947937,16404698,1000000,flowers,4,baseline,torchpq,manhattan,none,100,0.0001,,,,0,0,16400657,16404698,12796494,3603099,1064,408.64621056100077,1.8948466799993184,410.5410572410001,0.7693699019982887,8.538721384000382,run4,d0ea4a76881fb22b0c2848903cb0cce0001b06d5,f7ce526204b2,2026-09-17T18:51:27
lloyd_wopa,21.81789207458496,0.6146348118782043,0.3434109687805176,16397737,1000000,flowers,4,candidate,lloyd,euclidean,opacity,100,0.0001,63,True,7.84564804234833e-07,0,0,16393615,16397737,12796494,3596057,1064,354.8578852520004,1.858583653000096,356.7164689050005,0.6744571070012171,8.540627342001244,run4,d0ea4a76881fb22b0c2848903cb0cce0001b06d5,f7ce526204b2,2026-09-17T18:57:33
lloyd_wopa_area,21.835824966430664,0.6144742965698242,0.34254729747772217,16448533,1000000,flowers,4,candidate,lloyd,euclidean,opacity_area,100,0.0001,100,False,0.0015803913120180368,0,0,16444351,16448533,12796494,3646793,1064,566.5149518870003,1.8529191049965448,568.3678709919968,0.5817662609988474,8.578989126999659,run4,d0ea4a76881fb22b0c2848903cb0cce0001b06d5,f7ce526204b2,2026-09-17T19:07:11
