Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians,scene,data_factor,variant,clustering,distance,weights,max_iter,tol,n_iters,converged,final_error,kmeans_seed,sort_seed,size_bytes,zip_bytes,png_bytes,shN_bytes,meta_bytes,kmeans_time_s,encode_time_s,compress_time_s,decompress_time_s,eval_time_s,source,ckpt_sha1,gsplat_commit,timestamp
uncompressed,23.33470344543457,0.6643633246421814,0.3198634386062622,,1000000,treehill,4,uncompressed,,,,,,,,,0,0,236000000,,,,,,,,,8.038953290999416,run4,66fcadcf3298034c06227e69e6381e5a539f6980,f7ce526204b2,2026-09-17T18:06:21
baseline,23.23360252380371,0.6557396650314331,0.3322463035583496,15875616,1000000,treehill,4,baseline,torchpq,manhattan,none,100,0.0001,,,,0,0,15873857,15875616,12439164,3433631,1062,436.5499004760004,3.868313038999986,440.4182135150004,1.6710431070005143,8.114497350999955,run4,66fcadcf3298034c06227e69e6381e5a539f6980,f7ce526204b2,2026-09-17T18:13:53
lloyd_wopa,23.22373390197754,0.6560341119766235,0.33198294043540955,15861687,1000000,treehill,4,candidate,lloyd,euclidean,opacity,100,0.0001,48,True,7.930977153591812e-05,0,0,15859915,15861687,12439164,3419688,1063,326.35615016500014,2.581539228998736,328.9376893939989,0.8852450279991899,8.027890883999135,run4,66fcadcf3298034c06227e69e6381e5a539f6980,f7ce526204b2,2026-09-17T18:19:31
lloyd_wopa_area,23.238508224487305,0.656144380569458,0.33122217655181885,15852475,1000000,treehill,4,candidate,lloyd,euclidean,opacity_area,100,0.0001,87,True,8.306508243549615e-05,0,0,15850599,15852475,12439164,3410372,1063,593.8464713569992,2.6565687660004187,596.5030401229997,0.9107523719994788,7.987523356998281,run4,66fcadcf3298034c06227e69e6381e5a539f6980,f7ce526204b2,2026-09-17T18:29:37
