Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians,scene,data_factor,variant,clustering,distance,weights,max_iter,tol,n_iters,converged,final_error,kmeans_seed,sort_seed,size_bytes,zip_bytes,png_bytes,shN_bytes,meta_bytes,kmeans_time_s,encode_time_s,compress_time_s,decompress_time_s,eval_time_s,source,ckpt_sha1,gsplat_commit,timestamp
uncompressed,29.4740047454834,0.9242306351661682,0.16352109611034393,,1000000,counter,2,uncompressed,,,,,,,,,0,0,236000000,,,,,,,,,19.43916553300005,run4,50464c36ef6e1b0c2da3012bc7c8b3feb1a410c2,f7ce526204b2,2026-09-17T16:33:37
baseline,28.928382873535156,0.913530170917511,0.1743880808353424,15995094,1000000,counter,2,baseline,torchpq,manhattan,none,100,0.0001,,,,0,0,15991192,15995094,12512912,3477216,1064,409.0485143400001,2.2637082940000255,411.31222263400014,1.0373624720004955,19.193864784000652,run4,50464c36ef6e1b0c2da3012bc7c8b3feb1a410c2,f7ce526204b2,2026-09-17T16:40:49
lloyd_wopa,29.012176513671875,0.9155076742172241,0.173325777053833,15996525,1000000,counter,2,candidate,lloyd,euclidean,opacity,100,0.0001,94,True,9.523688640911132e-05,0,0,15992537,15996525,12512912,3478561,1064,534.6821563350004,2.501909104999868,537.1840654400003,1.031821029000639,19.289428664000297,run4,50464c36ef6e1b0c2da3012bc7c8b3feb1a410c2,f7ce526204b2,2026-09-17T16:50:07
lloyd_wopa_area,29.116920471191406,0.9151911735534668,0.17302684485912323,16034581,1000000,counter,2,candidate,lloyd,euclidean,opacity_area,100,0.0001,86,True,5.49103606317658e-05,0,0,16030470,16034581,12512912,3516494,1064,489.5820369390003,2.01634045100036,491.5983773900007,0.792133795999689,18.34545018499921,run4,50464c36ef6e1b0c2da3012bc7c8b3feb1a410c2,f7ce526204b2,2026-09-17T16:58:39
