Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians,scene,data_factor,variant,clustering,distance,weights,max_iter,tol,n_iters,converged,final_error,kmeans_seed,sort_seed,size_bytes,zip_bytes,png_bytes,shN_bytes,meta_bytes,kmeans_time_s,encode_time_s,compress_time_s,decompress_time_s,eval_time_s,source,ckpt_sha1,gsplat_commit,timestamp
uncompressed,32.62820053100586,0.9531530737876892,0.16377247869968414,,1000000,bonsai,2,uncompressed,,,,,,,,,0,0,236000000,,,,,,,,,26.290076385999782,run4,60868efab7cfd97dada0ea6badcb8a2700c7d7c8,f7ce526204b2,2026-09-17T15:37:19
baseline,31.768815994262695,0.9438884854316711,0.17155040800571442,15907878,1000000,bonsai,2,baseline,torchpq,manhattan,none,100,0.0001,,,,0,0,15903973,15907878,12348358,3554555,1060,435.253497103,2.5367151430000376,437.790212246,1.1294692929996017,26.14835298000071,run4,60868efab7cfd97dada0ea6badcb8a2700c7d7c8,f7ce526204b2,2026-09-17T15:45:05
lloyd_wopa,31.901443481445312,0.9464641213417053,0.17126230895519257,15856031,1000000,bonsai,2,candidate,lloyd,euclidean,opacity,100,0.0001,41,True,3.5819331969833e-05,0,0,15852190,15856031,12348358,3502773,1059,280.71782763100055,2.5150627440007156,283.23289037500126,0.9793133170005603,26.52544611799931,run4,60868efab7cfd97dada0ea6badcb8a2700c7d7c8,f7ce526204b2,2026-09-17T15:50:17
lloyd_wopa_area,32.04087829589844,0.9452493190765381,0.17135435342788696,15859816,1000000,bonsai,2,candidate,lloyd,euclidean,opacity_area,100,0.0001,55,True,5.675422289641574e-05,0,0,15855879,15859816,12348358,3506462,1059,373.66752283000005,2.551719418000175,376.2192422480002,0.9681521749998865,26.483530663999773,run4,60868efab7cfd97dada0ea6badcb8a2700c7d7c8,f7ce526204b2,2026-09-17T15:57:01
