scene,metric,weighting,n_splats,n_splats_zero_trace,mean,p05,p25,p50,p75,p95
bicycle,participation_ratio,unweighted,986224,13776,2.846274514012506,1.0145425673063466,1.1784461296837792,2.3068854296086267,4.367597247894648,5.720725833099954
bicycle,participation_ratio,trace_weighted,986224,13776,2.2220324209646045,1.008385054260121,1.0561763717095631,1.2798456484374665,3.3850711181334474,5.572928634514902
bicycle,top1_fraction,unweighted,986224,13776,0.6230356936398185,0.27672573528104255,0.36330912490360523,0.5731129547579871,0.91830015032223,0.9927883516602047
bicycle,top1_fraction,trace_weighted,986224,13776,0.7410567687495653,0.29043496027058846,0.456649156919387,0.8771074190018187,0.9726894910894593,0.9958282665843983
bicycle,top3_fraction,unweighted,986224,13776,0.8750862798406078,0.6485492165754367,0.7510457057449933,0.9549624853692066,0.998952255548969,0.9999918655938611
bicycle,top3_fraction,trace_weighted,986224,13776,0.9188836360256863,0.6571348176003374,0.8301576351371054,0.9976076898180067,0.9998897777744554,0.9999970016884524
